theme,FundingName,year,recipients,totalAwarded,maxAwarded,avgAwarded,id
youth,Lloyd's Register Foundation,2012,1,"£255,000","£255,000","£255,000",youth-Lloyd's Register Foundation
youth,Lloyd's Register Foundation,2014,2,"£175,000","£170,000","£87,500",youth-Lloyd's Register Foundation
youth,Lloyd's Register Foundation,2015,5,"£135,480","£60,000","£27,096",youth-Lloyd's Register Foundation
youth,Lloyd's Register Foundation,2016,4,"£245,470","£102,200","£61,368",youth-Lloyd's Register Foundation
youth,Lloyds Bank Foundation for England and Wales,2010,64,"£2,096,085","£414,085","£32,751",youth-Lloyds Bank Foundation for England and Wales
youth,Lloyds Bank Foundation for England and Wales,2011,50,"£1,403,200","£75,000","£28,064",youth-Lloyds Bank Foundation for England and Wales
youth,Lloyds Bank Foundation for England and Wales,2012,49,"£1,083,160","£39,600","£22,105",youth-Lloyds Bank Foundation for England and Wales
youth,Lloyds Bank Foundation for England and Wales,2013,197,"£4,548,944","£46,600","£23,091",youth-Lloyds Bank Foundation for England and Wales
youth,Lloyds Bank Foundation for England and Wales,2014,117,"£3,511,702","£75,000","£30,015",youth-Lloyds Bank Foundation for England and Wales
youth,Lloyds Bank Foundation for England and Wales,2015,61,"£2,845,893","£75,000","£46,654",youth-Lloyds Bank Foundation for England and Wales
youth,Lloyds Bank Foundation for England and Wales,2016,43,"£2,048,943","£75,000","£47,650",youth-Lloyds Bank Foundation for England and Wales
youth,Lloyds Bank Foundation for England and Wales,2017,49,"£2,284,717","£120,000","£46,627",youth-Lloyds Bank Foundation for England and Wales
youth,London Borough of Barnet,2016,3,"£11,185","£4,810","£3,728",youth-London Borough of Barnet
youth,London Borough of Barnet,2017,4,"£13,813","£5,000","£3,453",youth-London Borough of Barnet
youth,London Borough of Southwark,2016,1,"£3,230","£3,230","£3,230",youth-London Borough of Southwark
youth,London Catalyst,2012,1,"£7,000","£7,000","£7,000",youth-London Catalyst
youth,London Catalyst,2013,2,"£10,400","£5,400","£5,200",youth-London Catalyst
youth,London Catalyst,2014,2,"£5,000","£3,000","£2,500",youth-London Catalyst
youth,London Catalyst,2015,5,"£9,500","£4,000","£1,900",youth-London Catalyst
youth,London Catalyst,2016,4,"£9,000","£4,000","£2,250",youth-London Catalyst
youth,London Catalyst,2017,2,"£4,000","£3,000","£2,000",youth-London Catalyst
youth,London Councils,2013,7,"£12,310,568","£5,391,284","£1,758,653",youth-London Councils
youth,London Councils,2017,5,"£12,668,080","£5,700,952","£2,533,616",youth-London Councils
youth,Macc,2016,2,"£20,000","£10,000","£10,000",youth-Macc
youth,Macc,2017,4,"£6,500","£2,000","£1,625",youth-Macc
youth,Masonic Charitable Foundation,2016,28,"£880,446","£240,000","£31,445",youth-Masonic Charitable Foundation
youth,Masonic Charitable Foundation,2017,2,"£7,500","£5,000","£3,750",youth-Masonic Charitable Foundation
youth,Millfield House Foundation,2017,1,"£120,000","£120,000","£120,000",youth-Millfield House Foundation
youth,Nationwide Foundation,2009,15,"£74,424","£5,000","£4,962",youth-Nationwide Foundation
youth,Nationwide Foundation,2010,2,"£9,495","£4,995","£4,748",youth-Nationwide Foundation
youth,Nationwide Foundation,2011,1,"£4,652","£4,652","£4,652",youth-Nationwide Foundation
youth,Nationwide Foundation,2013,2,"£236,000","£140,000","£118,000",youth-Nationwide Foundation
youth,Nationwide Foundation,2014,1,"£125,000","£125,000","£125,000",youth-Nationwide Foundation
youth,Nationwide Foundation,2016,2,"£288,656","£158,656","£144,328",youth-Nationwide Foundation
youth,Nesta,2011,1,"£200,000","£200,000","£200,000",youth-Nesta
youth,Nesta,2012,2,"£78,450","£48,450","£39,225",youth-Nesta
youth,Nesta,2013,3,"£105,094","£50,000","£35,031",youth-Nesta
youth,Nesta,2014,2,"£287,705","£175,000","£143,853",youth-Nesta
youth,Nesta,2015,4,"£178,930","£50,000","£44,733",youth-Nesta
youth,Nesta,2017,2,"£215,355","£201,355","£107,678",youth-Nesta
youth,One Manchester,2015,14,"£20,743","£5,000","£1,482",youth-One Manchester
youth,One Manchester,2016,8,"£23,500","£5,000","£2,938",youth-One Manchester
youth,Oxford City Council,2014,4,"£22,082","£7,500","£5,521",youth-Oxford City Council
youth,Oxford City Council,2015,5,"£31,811","£7,000","£6,362",youth-Oxford City Council
youth,Oxford City Council,2016,3,"£17,000","£8,000","£5,667",youth-Oxford City Council
youth,Oxford City Council,2017,9,"£120,538","£28,128","£13,393",youth-Oxford City Council
youth,Oxfordshire Community Foundation,2013,9,"£21,630","£5,000","£2,403",youth-Oxfordshire Community Foundation
youth,Oxfordshire Community Foundation,2014,3,"£13,250","£8,000","£4,417",youth-Oxfordshire Community Foundation
youth,Oxfordshire Community Foundation,2015,7,"£57,000","£50,000","£8,143",youth-Oxfordshire Community Foundation
youth,Oxfordshire Community Foundation,2016,19,"£91,668","£40,000","£4,825",youth-Oxfordshire Community Foundation
youth,Oxfordshire Community Foundation,2017,50,"£277,494","£45,500","£5,550",youth-Oxfordshire Community Foundation
youth,Pears Foundation,2015,1,"£52,616","£52,616","£52,616",youth-Pears Foundation
youth,Pears Foundation,2016,9,"£1,127,603","£199,512","£125,289",youth-Pears Foundation
youth,Pears Foundation,2017,1,"£130,000","£130,000","£130,000",youth-Pears Foundation
youth,Power to Change,2016,14,"£2,354,794","£475,000","£168,200",youth-Power to Change
youth,Quartet Community Foundation,2016,98,"£371,305","£32,000","£3,789",youth-Quartet Community Foundation
youth,Quartet Community Foundation,2017,103,"£460,230","£40,000","£4,468",youth-Quartet Community Foundation
youth,Quixote Foundation,2005,1,"£3,750","£3,750","£3,750",youth-Quixote Foundation
youth,Quixote Foundation,2006,1,"£3,750","£3,750","£3,750",youth-Quixote Foundation
youth,Quixote Foundation,2007,2,"£30,000","£15,000","£15,000",youth-Quixote Foundation
youth,Quixote Foundation,2012,3,"£56,250","£18,750","£18,750",youth-Quixote Foundation
youth,Quixote Foundation,2014,3,"£90,000","£37,500","£30,000",youth-Quixote Foundation
youth,Quixote Foundation,2016,2,"£93,750","£75,000","£46,875",youth-Quixote Foundation
youth,R S Macdonald Charitable Trust,2015,22,"£586,635","£75,000","£26,665",youth-R S Macdonald Charitable Trust
youth,R S Macdonald Charitable Trust,2016,20,"£358,980","£45,387","£17,949",youth-R S Macdonald Charitable Trust
youth,R S Macdonald Charitable Trust,2017,18,"£637,461","£116,204","£35,415",youth-R S Macdonald Charitable Trust
youth,Road Safety Trust,2017,1,"£70,000","£70,000","£70,000",youth-Road Safety Trust
youth,Scottish Council For Voluntary Organisations,2015,3,"£25,988","£14,522","£8,663",youth-Scottish Council For Voluntary Organisations
youth,Scottish Council For Voluntary Organisations,2016,17,"£91,732","£6,500","£5,396",youth-Scottish Council For Voluntary Organisations
youth,Scottish Council For Voluntary Organisations,2017,3,"£29,750","£10,000","£9,917",youth-Scottish Council For Voluntary Organisations
youth,Seafarers UK,2017,4,"£279,867","£145,000","£69,967",youth-Seafarers UK
youth,Somerset Community Foundation,2016,9,"£34,542","£9,962","£3,838",youth-Somerset Community Foundation
youth,Somerset Community Foundation,2017,7,"£13,908","£5,000","£1,987",youth-Somerset Community Foundation
youth,Tedworth Charitable Trust,2015,2,"£30,802","£20,000","£15,401",youth-Tedworth Charitable Trust
youth,The Blagrave Trust,2013,1,"£75,000","£75,000","£75,000",youth-The Blagrave Trust
youth,The Blagrave Trust,2014,6,"£607,000","£324,500","£101,167",youth-The Blagrave Trust
youth,The Blagrave Trust,2015,9,"£803,265","£150,000","£89,252",youth-The Blagrave Trust
youth,The Blagrave Trust,2016,9,"£428,084","£150,000","£47,565",youth-The Blagrave Trust
youth,The Blagrave Trust,2017,7,"£500,000","£150,000","£71,429",youth-The Blagrave Trust
youth,The Clothworkers Foundation,2016,26,"£859,800","£150,000","£33,069",youth-The Clothworkers Foundation
youth,The Clothworkers Foundation,2017,52,"£920,700","£100,000","£17,706",youth-The Clothworkers Foundation
youth,The David & Elaine Potter Foundation,2015,1,"£20,000","£20,000","£20,000",youth-The David & Elaine Potter Foundation
youth,The David & Elaine Potter Foundation,2016,1,"£5,000","£5,000","£5,000",youth-The David & Elaine Potter Foundation
youth,The Dulverton Trust,2005,26,"£191,500","£30,000","£7,365",youth-The Dulverton Trust
youth,The Dulverton Trust,2006,22,"£120,500","£25,200","£5,477",youth-The Dulverton Trust
youth,The Dulverton Trust,2007,22,"£105,400","£30,000","£4,791",youth-The Dulverton Trust
youth,The Dulverton Trust,2008,26,"£114,050","£31,000","£4,387",youth-The Dulverton Trust
youth,The Dulverton Trust,2009,33,"£241,200","£29,000","£7,309",youth-The Dulverton Trust
youth,The Dulverton Trust,2010,22,"£149,200","£25,000","£6,782",youth-The Dulverton Trust
youth,The Dulverton Trust,2011,8,"£106,000","£30,000","£13,250",youth-The Dulverton Trust
youth,The Dulverton Trust,2012,8,"£242,332","£75,000","£30,292",youth-The Dulverton Trust
youth,The Dulverton Trust,2013,2,"£50,000","£25,000","£25,000",youth-The Dulverton Trust
youth,The Dulverton Trust,2014,4,"£190,000","£90,000","£47,500",youth-The Dulverton Trust
youth,The Dulverton Trust,2015,4,"£285,000","£90,000","£71,250",youth-The Dulverton Trust
youth,The Dulverton Trust,2016,5,"£93,418","£28,000","£18,684",youth-The Dulverton Trust
youth,The Dulverton Trust,2017,6,"£106,365","£30,000","£17,728",youth-The Dulverton Trust
youth,The Fore,2013,2,"£34,800","£30,000","£17,400",youth-The Fore
youth,The Fore,2016,1,"£30,000","£30,000","£30,000",youth-The Fore
youth,The Henry Smith Charity,2012,124,"£5,717,705","£143,600","£46,111",youth-The Henry Smith Charity
youth,The Henry Smith Charity,2013,111,"£5,527,779","£134,800","£49,800",youth-The Henry Smith Charity
youth,The Henry Smith Charity,2014,106,"£5,917,534","£150,000","£55,826",youth-The Henry Smith Charity
youth,The Henry Smith Charity,2015,104,"£5,963,016","£135,800","£57,337",youth-The Henry Smith Charity
youth,The Henry Smith Charity,2016,117,"£7,603,730","£148,200","£64,989",youth-The Henry Smith Charity
youth,The Henry Smith Charity,2017,23,"£1,487,600","£134,400","£64,678",youth-The Henry Smith Charity
youth,The Joseph Rank Trust,2017,7,"£198,000","£45,000","£28,286",youth-The Joseph Rank Trust
youth,The Robertson Trust,2015,31,"£770,500","£100,000","£24,855",youth-The Robertson Trust
youth,The Robertson Trust,2016,29,"£654,000","£60,000","£22,552",youth-The Robertson Trust
youth,The Robertson Trust,2017,34,"£1,163,000","£120,000","£34,206",youth-The Robertson Trust
youth,The Tudor Trust,2013,54,"£2,855,100","£120,000","£52,872",youth-The Tudor Trust
youth,The Tudor Trust,2014,58,"£3,429,730","£150,000","£59,133",youth-The Tudor Trust
youth,The Tudor Trust,2015,51,"£2,356,500","£150,000","£46,206",youth-The Tudor Trust
youth,The Tudor Trust,2016,44,"£2,269,430","£150,000","£51,578",youth-The Tudor Trust
youth,The Tudor Trust,2017,40,"£2,315,000","£150,000","£57,875",youth-The Tudor Trust
youth,Three Guineas Trust,2014,1,"£58,886","£58,886","£58,886",youth-Three Guineas Trust
youth,Three Guineas Trust,2017,1,"£97,500","£97,500","£97,500",youth-Three Guineas Trust
youth,Trafford Housing Trust Social Investment,2014,16,"£68,268","£9,340","£4,267",youth-Trafford Housing Trust Social Investment
youth,Trafford Housing Trust Social Investment,2015,33,"£257,340","£82,200","£7,798",youth-Trafford Housing Trust Social Investment
youth,Trafford Housing Trust Social Investment,2016,33,"£149,645","£14,588","£4,535",youth-Trafford Housing Trust Social Investment
youth,Trafford Housing Trust Social Investment,2017,10,"£33,919","£10,914","£3,392",youth-Trafford Housing Trust Social Investment
youth,Trafford Metropolitan Borough Council,2013,7,"£23,236","£4,935","£3,319",youth-Trafford Metropolitan Borough Council
youth,Trafford Metropolitan Borough Council,2014,4,"£12,189","£4,000","£3,047",youth-Trafford Metropolitan Borough Council
youth,Trafford Metropolitan Borough Council,2017,6,"£11,541","£2,781","£1,924",youth-Trafford Metropolitan Borough Council
youth,True Colours Trust,2014,4,"£14,300","£5,000","£3,575",youth-True Colours Trust
youth,True Colours Trust,2015,6,"£30,654","£7,270","£5,109",youth-True Colours Trust
youth,True Colours Trust,2016,10,"£45,112","£5,350","£4,511",youth-True Colours Trust
youth,True Colours Trust,2017,4,"£17,500","£5,000","£4,375",youth-True Colours Trust
youth,Tuixen Foundation,2010,9,"£385,500","£175,000","£42,833",youth-Tuixen Foundation
youth,Tuixen Foundation,2011,9,"£400,000","£175,000","£44,444",youth-Tuixen Foundation
youth,Tuixen Foundation,2012,10,"£418,000","£200,000","£41,800",youth-Tuixen Foundation
youth,Tuixen Foundation,2013,8,"£368,000","£200,000","£46,000",youth-Tuixen Foundation
youth,Tuixen Foundation,2014,10,"£348,000","£120,000","£34,800",youth-Tuixen Foundation
youth,Tuixen Foundation,2015,10,"£371,000","£100,000","£37,100",youth-Tuixen Foundation
youth,Tuixen Foundation,2016,13,"£446,000","£100,000","£34,308",youth-Tuixen Foundation
youth,Tuixen Foundation,2017,11,"£381,940","£100,000","£34,722",youth-Tuixen Foundation
youth,Two Ridings Community Foundation,2017,39,"£126,663","£10,000","£3,248",youth-Two Ridings Community Foundation
youth,United St Saviour's Charity,2016,4,"£197,132","£83,942","£49,283",youth-United St Saviour's Charity
youth,United St Saviour's Charity,2017,3,"£172,797","£130,282","£57,599",youth-United St Saviour's Charity
youth,Virgin Money Foundation,2015,11,"£417,264","£48,359","£37,933",youth-Virgin Money Foundation
youth,Virgin Money Foundation,2016,18,"£709,303","£49,500","£39,406",youth-Virgin Money Foundation
youth,Virgin Money Foundation,2017,16,"£1,436,139","£300,000","£89,759",youth-Virgin Money Foundation
youth,Walcot Foundation,2012,3,"£60,000","£25,000","£20,000",youth-Walcot Foundation
youth,Walcot Foundation,2014,2,"£57,020","£56,100","£28,510",youth-Walcot Foundation
youth,Walcot Foundation,2015,7,"£144,840","£75,000","£20,691",youth-Walcot Foundation
youth,Walcot Foundation,2016,4,"£28,986","£24,916","£7,247",youth-Walcot Foundation
youth,Walcot Foundation,2017,6,"£96,800","£40,000","£16,133",youth-Walcot Foundation
