"theme","fundersTop10","country","year","recipients","totalAwarded","maxAwarded","avgAwarded"
"travel","The Big Lottery Fund","Malaysia",2011,1,3700,3700,3700
"travel","The Big Lottery Fund","Malaysia",2012,2,7400,3700,3700
"travel","The Big Lottery Fund","Malaysia",2013,3,12210,4070,4070
"travel","The Big Lottery Fund","Malaysia",2014,1,4070,4070,4070
"travel","The Big Lottery Fund","Malta",2004,250,368245,14525,1472.98
"travel","The Big Lottery Fund","Malta",2005,665,647555,20950,973.766917293233
"travel","The Big Lottery Fund","Malta",2006,5,4850,1300,970
"travel","The Big Lottery Fund","Malta",2009,123,182305,2200,1482.15447154472
"travel","The Big Lottery Fund","Malta",2010,110,163764,4400,1488.76363636364
"travel","The Big Lottery Fund","Malta",2011,30,43250,2850,1441.66666666667
"travel","The Big Lottery Fund","Malta",2012,18,39277,8150,2182.05555555556
"travel","The Big Lottery Fund","Malta",2013,52,120440,34815,2316.15384615385
"travel","The Big Lottery Fund","Malta",2014,12,21290,3140,1774.16666666667
"travel","The Big Lottery Fund","Mauritius",2004,1,2100,2100,2100
"travel","The Big Lottery Fund","Mauritius",2005,2,4200,2100,2100
"travel","The Big Lottery Fund","Mauritius",2009,1,3700,3700,3700
"travel","The Big Lottery Fund","Mauritius",2010,1,5500,5500,5500
"travel","The Big Lottery Fund","Mexico",2007,1,2945,2945,2945
"travel","The Big Lottery Fund","Morocco",2004,1,1300,1300,1300
"travel","The Big Lottery Fund","Morocco",2005,4,4350,1300,1087.5
"travel","The Big Lottery Fund","Morocco",2010,1,1425,1425,1425
"travel","The Big Lottery Fund","Morocco",2011,2,2225,1425,1112.5
"travel","The Big Lottery Fund","Myanmar",2004,6,10950,2100,1825
"travel","The Big Lottery Fund","Myanmar",2005,1,1050,1050,1050
"travel","The Big Lottery Fund","Nepal",2012,1,598103,598103,598103
"travel","The Big Lottery Fund","Netherlands",2004,17,19520,8680,1148.23529411765
"travel","The Big Lottery Fund","Netherlands",2005,11,19720,11515,1792.72727272727
"travel","The Big Lottery Fund","Netherlands",2008,1,5000,5000,5000
"travel","The Big Lottery Fund","Netherlands",2009,36,46375,7675,1288.19444444444
"travel","The Big Lottery Fund","Netherlands",2010,20,32275,15825,1613.75
"travel","The Big Lottery Fund","Netherlands",2011,4,3925,1300,981.25
"travel","The Big Lottery Fund","Netherlands",2012,3,2250,875,750
"travel","The Big Lottery Fund","Netherlands",2013,8,8270,1930,1033.75
"travel","The Big Lottery Fund","Netherlands",2014,2,1930,965,965
"travel","The Big Lottery Fund","New Zealand",2004,1,245,245,245
"travel","The Big Lottery Fund","New Zealand",2005,1,2100,2100,2100
"travel","The Big Lottery Fund","New Zealand",2009,2,3925,3700,1962.5
"travel","The Big Lottery Fund","New Zealand",2013,1,4070,4070,4070
"travel","The Big Lottery Fund","New Zealand",2014,1,4070,4070,4070
"travel","The Big Lottery Fund","Norway",2004,27,23214,1850,859.777777777778
"travel","The Big Lottery Fund","Norway",2005,81,108930,8225,1344.81481481481
"travel","The Big Lottery Fund","Norway",2006,1,1225,1225,1225
"travel","The Big Lottery Fund","Norway",2009,22,27102,3700,1231.90909090909
"travel","The Big Lottery Fund","Norway",2010,14,26950,3700,1925
"travel","The Big Lottery Fund","Norway",2011,2,4575,3700,2287.5
"travel","The Big Lottery Fund","Norway",2012,4,8120,3700,2030
"travel","The Big Lottery Fund","Norway",2013,11,26145,4070,2376.81818181818
"travel","The Big Lottery Fund","Norway",2014,2,8140,4070,4070
"travel","The Big Lottery Fund","Oman",2004,1,1225,1225,1225
"travel","The Big Lottery Fund","Pakistan",2004,1,3150,3150,3150
"travel","The Big Lottery Fund","Pakistan",2005,2,16497,8400,8248.5
"travel","The Big Lottery Fund","Pakistan",2006,1,23471,23471,23471
"travel","The Big Lottery Fund","Palestine",2004,3,3775,1850,1258.33333333333
"travel","The Big Lottery Fund","Palestine",2010,1,2825,2825,2825
"travel","The Big Lottery Fund","Papua New Guinea",2009,1,3700,3700,3700
"travel","The Big Lottery Fund","Papua New Guinea",2013,1,2200,2200,2200
"travel","The Big Lottery Fund","Peru",2005,1,5000,5000,5000
"travel","The Big Lottery Fund","Peru",2009,1,3700,3700,3700
"travel","The Big Lottery Fund","Philippines",2011,1,1425,1425,1425
"travel","The Big Lottery Fund","Philippines",2012,1,3700,3700,3700
"travel","The Big Lottery Fund","Poland",2004,17,39999,30324,2352.88235294118
"travel","The Big Lottery Fund","Poland",2005,41,22195,1050,541.341463414634
"travel","The Big Lottery Fund","Poland",2009,5,12038,8000,2407.6
"travel","The Big Lottery Fund","Poland",2010,4,5075,2825,1268.75
"travel","The Big Lottery Fund","Poland",2011,2,1375,875,687.5
"travel","The Big Lottery Fund","Poland",2012,1,875,875,875
"travel","The Big Lottery Fund","Poland",2014,1,1930,1930,1930
"travel","The Big Lottery Fund","Portugal",2005,2,1750,875,875
"travel","The Big Lottery Fund","Portugal",2009,3,5050,2200,1683.33333333333
"travel","The Big Lottery Fund","Portugal",2010,2,4400,2200,2200
"travel","The Big Lottery Fund","Portugal",2012,2,7400,3700,3700
"travel","The Big Lottery Fund","Russia",2004,4,3675,1225,918.75
"travel","The Big Lottery Fund","Russia",2005,71,583193,197250,8213.98591549296
"travel","The Big Lottery Fund","Russia",2006,1,2100,2100,2100
"travel","The Big Lottery Fund","Russia",2009,7,28000,5500,4000
"travel","The Big Lottery Fund","Russia",2010,6,45149,31174,7524.83333333333
"travel","The Big Lottery Fund","Russia",2011,2,10200,6500,5100
"travel","The Big Lottery Fund","Russia",2013,5,24420,8140,4884
"travel","The Big Lottery Fund","Sierra Leone",2010,1,3700,3700,3700
"travel","The Big Lottery Fund","Singapore",2004,146,499200,167250,3419.17808219178
"travel","The Big Lottery Fund","Singapore",2005,286,649108,34900,2269.60839160839
"travel","The Big Lottery Fund","Singapore",2009,73,264379,8754,3621.6301369863
"travel","The Big Lottery Fund","Singapore",2010,23,80290,7400,3490.86956521739
"travel","The Big Lottery Fund","Singapore",2011,10,35425,5500,3542.5
"travel","The Big Lottery Fund","Singapore",2012,10,39170,5500,3917
"travel","The Big Lottery Fund","Singapore",2013,18,79530,8140,4418.33333333333
"travel","The Big Lottery Fund","Singapore",2014,1,4070,4070,4070
"travel","The Big Lottery Fund","Slovenia",2004,1,875,875,875
"travel","The Big Lottery Fund","South Africa",2004,21,79625,40150,3791.66666666667
"travel","The Big Lottery Fund","South Africa",2005,91,181535,3300,1994.89010989011
"travel","The Big Lottery Fund","South Africa",2006,3,9200,5000,3066.66666666667
"travel","The Big Lottery Fund","South Africa",2007,1,10000,10000,10000
"travel","The Big Lottery Fund","South Africa",2009,24,98265,18500,4094.375
"travel","The Big Lottery Fund","South Africa",2010,14,46983,5500,3355.92857142857
"travel","The Big Lottery Fund","South Africa",2011,4,15383,4283,3845.75
"travel","The Big Lottery Fund","South Africa",2012,2,7400,3700,3700
"travel","The Big Lottery Fund","South Africa",2013,5,19830,6050,3966
"travel","The Big Lottery Fund","South Africa",2014,2,9710,8140,4855
"travel","The Big Lottery Fund","Spain",2004,3,2050,875,683.333333333333
"travel","The Big Lottery Fund","Spain",2005,14,13600,2100,971.428571428571
"travel","The Big Lottery Fund","Spain",2009,1,1425,1425,1425
"travel","The Big Lottery Fund","Spain",2010,1,875,875,875
"travel","The Big Lottery Fund","Spain",2012,1,1425,1425,1425
"travel","The Big Lottery Fund","Sri Lanka",2004,74,205071,36250,2771.22972972973
"travel","The Big Lottery Fund","Sri Lanka",2005,150,308781,4200,2058.54
"travel","The Big Lottery Fund","Sri Lanka",2006,1,3150,3150,3150
"travel","The Big Lottery Fund","Sri Lanka",2009,39,187960,44450,4819.48717948718
"travel","The Big Lottery Fund","Sri Lanka",2010,18,71325,7400,3962.5
"travel","The Big Lottery Fund","Sri Lanka",2011,7,19175,3700,2739.28571428571
"travel","The Big Lottery Fund","Sri Lanka",2012,4,16800,5700,4200
"travel","The Big Lottery Fund","Sri Lanka",2013,11,52800,8140,4800
"travel","The Big Lottery Fund","Sri Lanka",2014,3,16280,8140,5426.66666666667
"travel","The Big Lottery Fund","Sudan",2005,1,5000,5000,5000
"travel","The Big Lottery Fund","Sudan",2011,1,3700,3700,3700
"travel","The Big Lottery Fund","Sweden",2006,1,1200,1200,1200
"travel","The Big Lottery Fund","Switzerland",2005,2,5500,3500,2750
"travel","The Big Lottery Fund","Switzerland",2006,3,13003,4872,4334.33333333333
"travel","The Big Lottery Fund","Switzerland",2007,1,9870,9870,9870
"travel","The Big Lottery Fund","Switzerland",2008,1,9966,9966,9966
"travel","The Big Lottery Fund","Switzerland",2009,1,5500,5500,5500
"travel","The Big Lottery Fund","Switzerland",2010,1,3164,3164,3164
"travel","The Big Lottery Fund","Syria",2009,2,5650,2825,2825
"travel","The Big Lottery Fund","Syria",2016,1,347105,347105,347105
"travel","The Big Lottery Fund","Taiwan",2004,1,3300,3300,3300
"travel","The Big Lottery Fund","Taiwan",2005,5,8700,2100,1740
"travel","The Big Lottery Fund","Taiwan",2009,2,7400,3700,3700
"travel","The Big Lottery Fund","Taiwan",2010,2,7400,3700,3700
"travel","The Big Lottery Fund","Tanzania",2004,1,2100,2100,2100
"travel","The Big Lottery Fund","Tanzania",2005,1,3150,3150,3150
"travel","The Big Lottery Fund","Tanzania",2009,1,3700,3700,3700
"travel","The Big Lottery Fund","Tanzania",2014,1,4070,4070,4070
"travel","The Big Lottery Fund","Thailand",2004,17,37950,3150,2232.35294117647
"travel","The Big Lottery Fund","Thailand",2005,42,88605,3150,2109.64285714286
"travel","The Big Lottery Fund","Thailand",2006,2,4200,2100,2100
"travel","The Big Lottery Fund","Thailand",2009,8,28000,5500,3500
"travel","The Big Lottery Fund","Thailand",2010,2,9200,5500,4600
"travel","The Big Lottery Fund","Thailand",2011,3,14700,5500,4900
"travel","The Big Lottery Fund","Thailand",2013,2,12210,8140,6105
"travel","The Big Lottery Fund","Thailand",2014,3,10340,4070,3446.66666666667
"travel","The Big Lottery Fund","Tunisia",2004,45,39336,1850,874.133333333333
"travel","The Big Lottery Fund","Tunisia",2005,100,102825,15625,1028.25
"travel","The Big Lottery Fund","Tunisia",2006,2,3875,3000,1937.5
"travel","The Big Lottery Fund","Tunisia",2009,17,27625,2850,1625
"travel","The Big Lottery Fund","Tunisia",2010,10,29650,15275,2965
"travel","The Big Lottery Fund","Tunisia",2011,2,2850,1425,1425
"travel","The Big Lottery Fund","Tunisia",2012,2,2207,1425,1103.5
"travel","The Big Lottery Fund","Tunisia",2013,3,7130,3140,2376.66666666667
"travel","The Big Lottery Fund","Turkey",2004,1,875,875,875
"travel","The Big Lottery Fund","Turkey",2005,2,1750,875,875
"travel","The Big Lottery Fund","Turkey",2009,1,507,507,507
"travel","The Big Lottery Fund","Turkey",2011,1,2200,2200,2200
"travel","The Big Lottery Fund","Uganda",2007,1,9821,9821,9821
"travel","The Big Lottery Fund","Ukraine",2005,3,3575,1850,1191.66666666667
"travel","The Big Lottery Fund","Ukraine",2007,1,5950,5950,5950
"travel","The Big Lottery Fund","Ukraine",2009,1,3700,3700,3700
"travel","The Big Lottery Fund","United Kingdom",2009,23,13210,4360,574.347826086957
"travel","The Big Lottery Fund","United Kingdom",2010,10,2415,330,241.5
"travel","The Big Lottery Fund","United Kingdom",2011,8,9374,4600,1171.75
"travel","The Big Lottery Fund","United Kingdom",2012,9,7175,2740,797.222222222222
"travel","The Big Lottery Fund","United Kingdom",2013,39,66015,37545,1692.69230769231
"travel","The Big Lottery Fund","United Kingdom",2014,4,5580,3055,1395
"travel","The Big Lottery Fund","United States",2004,2,2800,2100,1400
"travel","The Big Lottery Fund","United States",2005,1,2100,2100,2100
"travel","The Big Lottery Fund","United States",2009,10,40700,5500,4070
"travel","The Big Lottery Fund","United States",2010,1,3700,3700,3700
"travel","The Big Lottery Fund","Vietnam",2004,3,6300,2100,2100
"travel","The Big Lottery Fund","Vietnam",2010,1,3700,3700,3700
"travel","The Big Lottery Fund","Yemen",2011,1,1650,1650,1650
"travel","The Big Lottery Fund","Zambia",2010,1,6650,6650,6650
"travel","The Big Lottery Fund","Zimbabwe",2005,1,5000,5000,5000
"travel","The Big Lottery Fund","Zimbabwe",2006,1,403463,403463,403463
"travel","The Big Lottery Fund","Zimbabwe",2007,1,4715,4715,4715
"travel","The Big Lottery Fund","Zimbabwe",2010,2,5750,5500,2875
"travel","The Big Lottery Fund",NA,2004,1780,12532353,499058,7040.64775280899
"travel","The Big Lottery Fund",NA,2005,1948,20208357,1e+06,10373.8998973306
"travel","The Big Lottery Fund",NA,2006,575,11822352,955044,20560.612173913
"travel","The Big Lottery Fund",NA,2007,436,27997845,8193136,64215.2408256881
"travel","The Big Lottery Fund",NA,2008,341,9658345.62,720000,28323.5941935484
"travel","The Big Lottery Fund",NA,2009,912,18682350,1200000,20485.0328947368
"travel","The Big Lottery Fund",NA,2010,744,3582387,404803,4815.03629032258
"travel","The Big Lottery Fund",NA,2011,444,19426947,973632,43754.3851351351
"travel","The Big Lottery Fund",NA,2012,388,25813588.16,1457107,66529.8663917526
"travel","The Big Lottery Fund",NA,2013,358,6658715.43,750000,18599.7637709497
"travel","The Big Lottery Fund",NA,2014,112,842728.85,282536,7524.36473214286
"travel","The Big Lottery Fund",NA,2015,39,2498020,7e+05,64051.7948717949
"travel","The Big Lottery Fund",NA,2016,121,7096528,780600,58648.9917355372
"travel","The Big Lottery Fund",NA,2017,65,2865407,415242,44083.1846153846
"travel","The Wellcome Trust","Brazil",2007,1,10000,10000,10000
"travel","The Wellcome Trust","Brazil",2009,1,1000,1000,1000
"travel","The Wellcome Trust","Brazil",2016,2,155013,89730,77506.5
"travel","The Wellcome Trust","Burkina Faso",2014,1,10000,10000,10000
"travel","The Wellcome Trust","Cambodia",2009,1,30000,30000,30000
"travel","The Wellcome Trust","China",2013,1,4970,4970,4970
"travel","The Wellcome Trust","China",2015,1,10000,10000,10000
"travel","The Wellcome Trust","Egypt",2014,1,29168,29168,29168
"travel","The Wellcome Trust","France",2015,1,3102,3102,3102
"travel","The Wellcome Trust","Hong Kong",2014,1,2929,2929,2929
"travel","The Wellcome Trust","India",2009,1,1000,1000,1000
"travel","The Wellcome Trust","India",2013,2,3878069,3868069,1939034.5
"travel","The Wellcome Trust","India",2014,2,208940,204000,104470
"travel","The Wellcome Trust","India",2016,1,5000,5000,5000
"travel","The Wellcome Trust","Ireland",2007,1,20258,20258,20258
"travel","The Wellcome Trust","Ireland",2015,2,53794,28941,26897
"travel","The Wellcome Trust","Jamaica",2016,1,5142,5142,5142
"travel","The Wellcome Trust","Malawi",2007,1,5700,5700,5700
"travel","The Wellcome Trust","Mali",2008,1,148684,148684,148684
"travel","The Wellcome Trust","Mali",2011,1,5150,5150,5150
"travel","The Wellcome Trust","Mexico",2008,1,1000,1000,1000
"travel","The Wellcome Trust","Mexico",2014,1,9932,9932,9932
"travel","The Wellcome Trust","Nepal",2017,1,40000,40000,40000
"travel","The Wellcome Trust","Nigeria",2007,1,1500,1500,1500
"travel","The Wellcome Trust","Portugal",2015,1,2385,2385,2385
"travel","The Wellcome Trust","Russia",2013,1,81680,81680,81680
"travel","The Wellcome Trust","Saudi Arabia",2007,1,4200,4200,4200
"travel","The Wellcome Trust","Sierra Leone",2015,1,1500000,1500000,1500000
"travel","The Wellcome Trust","South Africa",2011,1,150000,150000,150000
"travel","The Wellcome Trust","South Africa",2012,1,168050,168050,168050
"travel","The Wellcome Trust","South Africa",2014,1,29499,29499,29499
"travel","The Wellcome Trust","Sri Lanka",2014,1,221824,221824,221824
"travel","The Wellcome Trust","Syria",2012,2,142531,129265,71265.5
"travel","The Wellcome Trust","Tanzania",2008,1,76159,76159,76159
"travel","The Wellcome Trust","Tanzania",2015,1,29930,29930,29930
"travel","The Wellcome Trust","Thailand",2016,1,10000,10000,10000
"travel","The Wellcome Trust","United Kingdom",2010,1,1604,1604,1604
"travel","The Wellcome Trust","United Kingdom",2015,1,4600,4600,4600
"travel","The Wellcome Trust","United States",2014,1,1478,1478,1478
"travel","The Wellcome Trust","United States",2015,1,6500,6500,6500
"travel","The Wellcome Trust","Zambia",2008,1,2050,2050,2050
"travel","The Wellcome Trust",NA,2005,1,30000,30000,30000
"travel","The Wellcome Trust",NA,2006,11,1706929,1500500,155175.363636364
"travel","The Wellcome Trust",NA,2007,8,3068726,2046031,383590.75
"travel","The Wellcome Trust",NA,2008,6,5090604,5e+06,848434
"travel","The Wellcome Trust",NA,2009,5,473190,250000,94638
"travel","The Wellcome Trust",NA,2010,9,495577,301932,55064.1111111111
"travel","The Wellcome Trust",NA,2011,5,1555900,750000,311180
"travel","The Wellcome Trust",NA,2012,9,6385571,4705571,709507.888888889
"travel","The Wellcome Trust",NA,2013,23,2296397,750000,99843.347826087
